"","Year","OriginCountry","flow"
"882",1986,"CAF",4086
"957",1987,"CAF",-1817
"1030",1988,"CAF",288
"1123",1989,"CAF",3017
"1222",1990,"CAF",-5570
"1333",1991,"CAF",5720
"1456",1992,"CAF",69
"1590",1993,"CAF",21083
"1740",1994,"CAF",4158
"1912",1995,"CAF",-6246
"2088",1996,"CAF",652
"2272",1997,"CAF",25430
"2459",1998,"CAF",7813
"2645",1999,"CAF",-224
"2833",2000,"CAF",47771
"3025",2001,"CAF",78085
"3215",2002,"CAF",125853
"3413",2003,"CAF",159527
"3613",2004,"CAF",117430
"3811",2005,"CAF",125505
"4009",2006,"CAF",78945
"4207",2007,"CAF",174729
"4404",2008,"CAF",140887
"4601",2009,"CAF",125718
"4799",2010,"CAF",116327
"4998",2011,"CAF",91847
"5199",2012,"CAF",91118
"5401",2013,"CAF",244706
"5604",2014,"CAF",341028
"5811",2015,"CAF",262310
"6023",2016,"CAF",295993
"6230",2017,"CAF",221510
"6437",2018,"CAF",254381
"1334",1991,"CAN",6775
"1457",1992,"CAN",0
"1591",1993,"CAN",0
"1741",1994,"CAN",0
"1913",1995,"CAN",0
"2089",1996,"CAN",6775
"2273",1997,"CAN",2658
"2460",1998,"CAN",-8985
"2646",1999,"CAN",1149
"2834",2000,"CAN",14585
"3026",2001,"CAN",-4287
"3216",2002,"CAN",10643
"3414",2003,"CAN",4461
"3614",2004,"CAN",3745
"3812",2005,"CAN",-7251
"4010",2006,"CAN",21048
"4208",2007,"CAN",16028
"4405",2008,"CAN",11707
"4602",2009,"CAN",10859
"4800",2010,"CAN",671
"4999",2011,"CAN",20636
"5200",2012,"CAN",20754
"5402",2013,"CAN",30093
"5605",2014,"CAN",41142
"5812",2015,"CAN",36388
"6024",2016,"CAN",20061
"6231",2017,"CAN",35708
"6438",2018,"CAN",5404
"1742",1994,"CHE",10075
"1914",1995,"CHE",-5173
"2090",1996,"CHE",823
"2274",1997,"CHE",2479
"2461",1998,"CHE",1630
"2647",1999,"CHE",808
"2835",2000,"CHE",-1272
"3027",2001,"CHE",-646
"3217",2002,"CHE",13303
"3415",2003,"CHE",-3984
"3615",2004,"CHE",5288
"3813",2005,"CHE",1928
"4011",2006,"CHE",3222
"4209",2007,"CHE",2385
"4406",2008,"CHE",14107
"4603",2009,"CHE",12718
"4801",2010,"CHE",-11994
"5000",2011,"CHE",3376
"5201",2012,"CHE",759
"5403",2013,"CHE",-6771
"5606",2014,"CHE",6779
"5813",2015,"CHE",-3366
"6025",2016,"CHE",13569
"6232",2017,"CHE",10076
"6439",2018,"CHE",-5512
"247",1974,"CHL",13337
"279",1975,"CHL",3294
"316",1976,"CHL",1872
"349",1977,"CHL",-15121
"383",1978,"CHL",1256
"427",1979,"CHL",0
"471",1980,"CHL",3117
"534",1981,"CHL",6283
"599",1982,"CHL",-7442
"666",1983,"CHL",5534
"736",1984,"CHL",2764
"807",1985,"CHL",43015
"883",1986,"CHL",-20566
"958",1987,"CHL",12221
"1031",1988,"CHL",-39770
"1124",1989,"CHL",27420
"1223",1990,"CHL",6498
"1335",1991,"CHL",-5611
"1458",1992,"CHL",11330
"1592",1993,"CHL",38937
"1743",1994,"CHL",11728
"1915",1995,"CHL",-41246
"2091",1996,"CHL",49072
"2275",1997,"CHL",1342
"2462",1998,"CHL",-10380
"2648",1999,"CHL",-399
"2836",2000,"CHL",4961
"3028",2001,"CHL",20571
"3218",2002,"CHL",43371
"3416",2003,"CHL",50682
"3616",2004,"CHL",26221
"3814",2005,"CHL",58432
"4012",2006,"CHL",55550
"4210",2007,"CHL",51851
"4407",2008,"CHL",41835
"4604",2009,"CHL",54084
"4802",2010,"CHL",30031
"5001",2011,"CHL",56714
"5202",2012,"CHL",33461
"5404",2013,"CHL",-952
"5607",2014,"CHL",56436
"5814",2015,"CHL",71482
"6026",2016,"CHL",56082
"6233",2017,"CHL",40997
"6440",2018,"CHL",78665
"16",1964,"CHN",10626
"29",1965,"CHN",528
"43",1966,"CHN",5029
"60",1967,"CHN",-6475
"79",1968,"CHN",-271
"103",1969,"CHN",-340
"129",1970,"CHN",68
"159",1971,"CHN",272
"191",1972,"CHN",334
"472",1980,"CHN",4297
"535",1981,"CHN",0
"600",1982,"CHN",10076
"667",1983,"CHN",-10076
"737",1984,"CHN",0
"808",1985,"CHN",4
"884",1986,"CHN",1252
"959",1987,"CHN",-1256
"1032",1988,"CHN",4937
"1125",1989,"CHN",13691
"1224",1990,"CHN",11271
"1336",1991,"CHN",-20229
"1459",1992,"CHN",25716
"1593",1993,"CHN",44464
"1744",1994,"CHN",-7721
"1916",1995,"CHN",6559
"2092",1996,"CHN",11914
"2276",1997,"CHN",19011
"2463",1998,"CHN",48404
"2649",1999,"CHN",14006
"2837",2000,"CHN",121224
"3029",2001,"CHN",99308
"3219",2002,"CHN",200873
"3417",2003,"CHN",137782
"3617",2004,"CHN",192671
"3815",2005,"CHN",207046
"4013",2006,"CHN",248878
"4211",2007,"CHN",157788
"4408",2008,"CHN",191983
"4605",2009,"CHN",269111
"4803",2010,"CHN",265357
"5002",2011,"CHN",257721
"5203",2012,"CHN",251947
"5405",2013,"CHN",221041
"5608",2014,"CHN",246366
"5815",2015,"CHN",224579
"6027",2016,"CHN",268376
"6234",2017,"CHN",218628
"6441",2018,"CHN",206236
"960",1987,"CIV",2
"1033",1988,"CIV",0
"1126",1989,"CIV",0
"1225",1990,"CIV",2
"1337",1991,"CIV",5412
"1460",1992,"CIV",19580
"1594",1993,"CIV",6026
"1745",1994,"CIV",5277
"1917",1995,"CIV",-3764
"2093",1996,"CIV",-1439
"2277",1997,"CIV",20113
"2464",1998,"CIV",-18987
"2650",1999,"CIV",12264
"2838",2000,"CIV",84763
"3030",2001,"CIV",100422
"3220",2002,"CIV",192631
"3418",2003,"CIV",379289
"3618",2004,"CIV",300416
"3816",2005,"CIV",303917
"4014",2006,"CIV",307456
"4212",2007,"CIV",302194
"4409",2008,"CIV",276266
"4606",2009,"CIV",299884
"4804",2010,"CIV",341320
"5003",2011,"CIV",420785
"5204",2012,"CIV",368395
"5406",2013,"CIV",440712
"5609",2014,"CIV",392358
"5816",2015,"CIV",430745
"6028",2016,"CIV",390183
"6235",2017,"CIV",224711
"6442",2018,"CIV",193240
"1127",1989,"CMR",8718
"1226",1990,"CMR",-8714
"1338",1991,"CMR",-2
"1461",1992,"CMR",17235
"1595",1993,"CMR",39011
"1746",1994,"CMR",-7238
"1918",1995,"CMR",29779
"2094",1996,"CMR",31868
"2278",1997,"CMR",9412
"2465",1998,"CMR",61397
"2651",1999,"CMR",2822
"2839",2000,"CMR",97574
"3031",2001,"CMR",198964
"3221",2002,"CMR",193694
"3419",2003,"CMR",200870
"3619",2004,"CMR",173116
"3817",2005,"CMR",228832
"4015",2006,"CMR",202565
"4213",2007,"CMR",221089
"4410",2008,"CMR",246837
"4607",2009,"CMR",249583
"4805",2010,"CMR",306339
"5004",2011,"CMR",272632
"5205",2012,"CMR",249762
"5407",2013,"CMR",314273
"5610",2014,"CMR",295845
"5817",2015,"CMR",348507
"6029",2016,"CMR",404682
"6236",2017,"CMR",256128
"6443",2018,"CMR",364543
"17",1964,"COD",17389
"30",1965,"COD",-218
"44",1966,"COD",5558
"61",1967,"COD",5738
"80",1968,"COD",7209
"104",1969,"COD",-6694
"130",1970,"COD",3686
"160",1971,"COD",-10918
"192",1972,"COD",-423
"220",1973,"COD",9441
"248",1974,"COD",-6548
"280",1975,"COD",4700
"317",1976,"COD",-1665
"350",1977,"COD",1680
"384",1978,"COD",10099
"428",1979,"COD",-5601
"473",1980,"COD",6004
"536",1981,"COD",3370
"601",1982,"COD",6087
"668",1983,"COD",-26159
"738",1984,"COD",12312
"809",1985,"COD",9330
"885",1986,"COD",552
"961",1987,"COD",-3633
"1034",1988,"COD",25401
"1128",1989,"COD",645
"1227",1990,"COD",-8847
"1339",1991,"COD",18999
"1462",1992,"COD",-4356
"1596",1993,"COD",80442
"1747",1994,"COD",28724
"1919",1995,"COD",6410
"2095",1996,"COD",35391
"2279",1997,"COD",35718
"2466",1998,"COD",59649
"2652",1999,"COD",7201
"2840",2000,"COD",270057
"3032",2001,"COD",280347
"3222",2002,"COD",334615
"3420",2003,"COD",362815
"3620",2004,"COD",296124
"3818",2005,"COD",315606
"4016",2006,"COD",424238
"4214",2007,"COD",329425
"4411",2008,"COD",417124
"4608",2009,"COD",387086
"4806",2010,"COD",409613
"5005",2011,"COD",508446
"5206",2012,"COD",490156
"5408",2013,"COD",506151
"5611",2014,"COD",523830
"5818",2015,"COD",495187
"6030",2016,"COD",458324
"6237",2017,"COD",435909
"6444",2018,"COD",351886
"62",1967,"COG",10806
"81",1968,"COG",-4935
"281",1975,"COG",449
"474",1980,"COG",8717
"537",1981,"COG",0
"602",1982,"COG",0
"669",1983,"COG",0
"739",1984,"COG",0
"810",1985,"COG",0
"886",1986,"COG",0
"1228",1990,"COG",3374
"1340",1991,"COG",3401
"1463",1992,"COG",2658
"1597",1993,"COG",3378
"1748",1994,"COG",14452
"1920",1995,"COG",-9556
"2096",1996,"COG",24634
"2280",1997,"COG",68799
"2467",1998,"COG",73902
"2653",1999,"COG",20530
"2841",2000,"COG",238093
"3033",2001,"COG",214165
"3223",2002,"COG",210052
"3421",2003,"COG",200557
"3621",2004,"COG",255939
"3819",2005,"COG",202768
"4017",2006,"COG",253242
"4215",2007,"COG",278830
"4412",2008,"COG",250562
"4609",2009,"COG",267616
"4807",2010,"COG",298183
"5006",2011,"COG",302266
"5207",2012,"COG",234152
"5409",2013,"COG",283735
"5612",2014,"COG",280711
"5819",2015,"COG",288433
"6031",2016,"COG",366574
"6238",2017,"COG",241808
"6445",2018,"COG",249109
"4610",2009,"COK",2
"4808",2010,"COK",2
"5007",2011,"COK",0
"5208",2012,"COK",0
"5410",2013,"COK",0
"5613",2014,"COK",0
"5820",2015,"COK",0
"6032",2016,"COK",0
"6239",2017,"COK",-1
"6446",2018,"COK",1
"538",1981,"COL",7826
"603",1982,"COL",-7822
"811",1985,"COL",8718
"887",1986,"COL",-892
"962",1987,"COL",0
"1035",1988,"COL",-1649
"1129",1989,"COL",2919
"1229",1990,"COL",19845
"1341",1991,"COL",-7191
"1464",1992,"COL",14530
"1598",1993,"COL",34774
"1749",1994,"COL",-25109
"1921",1995,"COL",24121
"2097",1996,"COL",20606
"2281",1997,"COL",-13401
"2468",1998,"COL",68553
"2654",1999,"COL",-1088
"2842",2000,"COL",103638
"3034",2001,"COL",174542
"3224",2002,"COL",147129
"3422",2003,"COL",132336
"3622",2004,"COL",98511
"3820",2005,"COL",137938
"4018",2006,"COL",125728
"4216",2007,"COL",138883
"4413",2008,"COL",130616
"4611",2009,"COL",146985
"4809",2010,"COL",164252
"5008",2011,"COL",164547
"5209",2012,"COL",185361
"5411",2013,"COL",156654
"5614",2014,"COL",179925
"5821",2015,"COL",186863
"6033",2016,"COL",236708
"6240",2017,"COL",127364
"6447",2018,"COL",213867
"1130",1989,"COM",7825
"1230",1990,"COM",-1050
"1342",1991,"COM",-3401
"1465",1992,"COM",0
"1599",1993,"COM",0
"1750",1994,"COM",5413
"1922",1995,"COM",8137
"2098",1996,"COM",3376
"2282",1997,"COM",-6773
"2469",1998,"COM",6033
"2655",1999,"COM",-4
"2843",2000,"COM",26516
"3035",2001,"COM",28531
"3225",2002,"COM",30512
"3423",2003,"COM",38131
"3623",2004,"COM",21469
"3821",2005,"COM",16139
"4019",2006,"COM",19810
"4217",2007,"COM",27424
"4414",2008,"COM",12861
"4612",2009,"COM",15073
"4810",2010,"COM",9517
"5009",2011,"COM",21718
"5210",2012,"COM",47288
"5412",2013,"COM",73090
"5615",2014,"COM",63942
"5822",2015,"COM",38618
"6034",2016,"COM",47296
"6241",2017,"COM",6053
"6448",2018,"COM",48483
"45",1966,"CPV",5415
"63",1967,"CPV",0
"82",1968,"CPV",1035
"105",1969,"CPV",327
"131",1970,"CPV",0
"1466",1992,"CPV",2
"1600",1993,"CPV",0
"1751",1994,"CPV",0
"1923",1995,"CPV",0
"2099",1996,"CPV",2
"2283",1997,"CPV",0
"2470",1998,"CPV",-2
"2656",1999,"CPV",2
"2844",2000,"CPV",1257
"3036",2001,"CPV",8517
"3226",2002,"CPV",6238
"3424",2003,"CPV",12247
"3624",2004,"CPV",-1601
"3822",2005,"CPV",-2854
"4020",2006,"CPV",19532
"4218",2007,"CPV",4383
"4415",2008,"CPV",6307
"4613",2009,"CPV",12166
"4811",2010,"CPV",14581
"5010",2011,"CPV",12481
"5211",2012,"CPV",13556
"5413",2013,"CPV",31753
"5616",2014,"CPV",33798
"5823",2015,"CPV",29776
"6035",2016,"CPV",16894
"6242",2017,"CPV",490
"6449",2018,"CPV",7780
"1343",1991,"CRI",2
"1467",1992,"CRI",6775
"1601",1993,"CRI",0
"1752",1994,"CRI",4839
"1924",1995,"CRI",-296
"2100",1996,"CRI",-2202
"2284",1997,"CRI",12225
"2471",1998,"CRI",-2823
"2657",1999,"CRI",1984
"2845",2000,"CRI",718
"3037",2001,"CRI",15682
"3227",2002,"CRI",10382
"3425",2003,"CRI",8403
"3625",2004,"CRI",14695
"3823",2005,"CRI",-8755
"4021",2006,"CRI",28390
"4219",2007,"CRI",11882
"4416",2008,"CRI",19906
"4614",2009,"CRI",15393
"4812",2010,"CRI",10648
"5011",2011,"CRI",7539
"5212",2012,"CRI",9406
"5414",2013,"CRI",34389
"5617",2014,"CRI",7863
"5824",2015,"CRI",21511
"6036",2016,"CRI",32938
"6243",2017,"CRI",18292
"6450",2018,"CRI",29298
"106",1969,"CUB",1767
"132",1970,"CUB",3866
"161",1971,"CUB",6531
"193",1972,"CUB",22535
"249",1974,"CUB",22172
"429",1979,"CUB",6267
"475",1980,"CUB",24138
"539",1981,"CUB",-20088
"604",1982,"CUB",13213
"670",1983,"CUB",7272
"740",1984,"CUB",-4763
"812",1985,"CUB",1016
"888",1986,"CUB",631
"963",1987,"CUB",-5406
"1036",1988,"CUB",881
"1131",1989,"CUB",7350
"1231",1990,"CUB",13545
"1344",1991,"CUB",-4720
"1468",1992,"CUB",6384
"1602",1993,"CUB",51983
"1753",1994,"CUB",30159
"1925",1995,"CUB",-8647
"2101",1996,"CUB",13735
"2285",1997,"CUB",45473
"2472",1998,"CUB",27566
"2658",1999,"CUB",5943
"2846",2000,"CUB",100876
"3038",2001,"CUB",90902
"3228",2002,"CUB",99191
"3426",2003,"CUB",109591
"3626",2004,"CUB",170587
"3824",2005,"CUB",148471
"4022",2006,"CUB",167611
"4220",2007,"CUB",146740
"4417",2008,"CUB",158666
"4615",2009,"CUB",152609
"4813",2010,"CUB",198525
"5012",2011,"CUB",172219
"5213",2012,"CUB",231664
"5415",2013,"CUB",196475
"5618",2014,"CUB",218776
"5825",2015,"CUB",201359
"6037",2016,"CUB",240562
"6244",2017,"CUB",191937
"6451",2018,"CUB",194058
"5416",2013,"CUW",14810
"5619",2014,"CUW",0
"5826",2015,"CUW",0
"6038",2016,"CUW",0
"6245",2017,"CUW",1
"6452",2018,"CUW",1
"3229",2002,"CYM",2
"3427",2003,"CYM",2
"3627",2004,"CYM",2
"3825",2005,"CYM",2
"4023",2006,"CYM",2
"4814",2010,"CYM",2
"5013",2011,"CYM",3374
"5214",2012,"CYM",0
"5417",2013,"CYM",8715
"5620",2014,"CYM",0
"5827",2015,"CYM",0
"6039",2016,"CYM",2
"6246",2017,"CYM",-1
"6453",2018,"CYM",1
"351",1977,"CYP",9435
"1037",1988,"CYP",448
"1132",1989,"CYP",0
"1232",1990,"CYP",0
"1603",1993,"CYP",4820
"1754",1994,"CYP",13537
"1926",1995,"CYP",6742
"2102",1996,"CYP",4822
"2286",1997,"CYP",3614
"2473",1998,"CYP",-4610
"2659",1999,"CYP",6285
"2847",2000,"CYP",19386
"3039",2001,"CYP",10364
"3230",2002,"CYP",8668
"3428",2003,"CYP",7741
"3628",2004,"CYP",-2035
"3826",2005,"CYP",8791
"4024",2006,"CYP",2
"4221",2007,"CYP",6779
"4418",2008,"CYP",3376
"4616",2009,"CYP",6
"4815",2010,"CYP",3380
"5014",2011,"CYP",0
"5215",2012,"CYP",6
"5418",2013,"CYP",2
"5621",2014,"CYP",3376
"5828",2015,"CYP",3345
"6040",2016,"CYP",5421
"6247",2017,"CYP",11089
"6454",2018,"CYP",10312
"133",1970,"CZE",9434
"162",1971,"CZE",0
"194",1972,"CZE",0
"221",1973,"CZE",-716
"250",1974,"CZE",-892
"282",1975,"CZE",0
"476",1980,"CZE",6693
"540",1981,"CZE",-42
"605",1982,"CZE",9217
"671",1983,"CZE",-8854
"741",1984,"CZE",7656
"813",1985,"CZE",10509
"889",1986,"CZE",-18279
"964",1987,"CZE",-300
"1038",1988,"CZE",8030
"1133",1989,"CZE",29174
"1233",1990,"CZE",-4658
"1345",1991,"CZE",-15350
"1469",1992,"CZE",21335
"1604",1993,"CZE",21790
"1755",1994,"CZE",1886
"1927",1995,"CZE",8680
"2103",1996,"CZE",-19563
"2287",1997,"CZE",-4332
"2474",1998,"CZE",14848
"2660",1999,"CZE",10492
"2848",2000,"CZE",44762
"3040",2001,"CZE",47108
"3231",2002,"CZE",49876
"3429",2003,"CZE",32415
"3629",2004,"CZE",28768
"3827",2005,"CZE",5162
"4025",2006,"CZE",41207
"4222",2007,"CZE",48364
"4419",2008,"CZE",28676
"4617",2009,"CZE",13441
"4816",2010,"CZE",16370
"5015",2011,"CZE",49028
"5216",2012,"CZE",26970
"5419",2013,"CZE",20920
"5622",2014,"CZE",22252
"5829",2015,"CZE",46059
"6041",2016,"CZE",31290
"6248",2017,"CZE",21038
"6455",2018,"CZE",14836
"1346",1991,"DEU",6775
"1470",1992,"DEU",0
"1605",1993,"DEU",3300
"1756",1994,"DEU",7218
"1928",1995,"DEU",2664
"2104",1996,"DEU",6400
"2288",1997,"DEU",4843
"2475",1998,"DEU",4157
"2661",1999,"DEU",-15961
"2849",2000,"DEU",19781
"3041",2001,"DEU",37315
"3232",2002,"DEU",6186
"3430",2003,"DEU",10908
"3630",2004,"DEU",536
"3828",2005,"DEU",42677
"4026",2006,"DEU",2428
"4223",2007,"DEU",15615
"4420",2008,"DEU",35451
"4618",2009,"DEU",25466
"4817",2010,"DEU",13692
"5016",2011,"DEU",12287
"5217",2012,"DEU",21028
"5420",2013,"DEU",31942
"5623",2014,"DEU",29891
"5830",2015,"DEU",22997
"6042",2016,"DEU",32117
"6249",2017,"DEU",16008
"6456",2018,"DEU",28203
"1234",1990,"DJI",7825
"1347",1991,"DJI",-7822
"1471",1992,"DJI",2
"1606",1993,"DJI",4708
"1757",1994,"DJI",6419
"1929",1995,"DJI",4689
"2105",1996,"DJI",14476
"2289",1997,"DJI",18998
"2476",1998,"DJI",-10364
"2662",1999,"DJI",12749
"2850",2000,"DJI",6745
"3042",2001,"DJI",25783
"3233",2002,"DJI",41951
"3431",2003,"DJI",36730
"3631",2004,"DJI",26519
"3829",2005,"DJI",11462
"4027",2006,"DJI",25951
"4224",2007,"DJI",-6058
"4421",2008,"DJI",22578
"4619",2009,"DJI",15800
"4818",2010,"DJI",24656
"5017",2011,"DJI",40256
"5218",2012,"DJI",50882
"5421",2013,"DJI",60821
"5624",2014,"DJI",96544
"5831",2015,"DJI",84177
"6043",2016,"DJI",86293
"6250",2017,"DJI",54866
"6457",2018,"DJI",76576
"2106",1996,"DMA",2
"2290",1997,"DMA",0
"2477",1998,"DMA",0
"2663",1999,"DMA",3374
"2851",2000,"DMA",5348
"3043",2001,"DMA",18681
"3234",2002,"DMA",11803
"3432",2003,"DMA",4913
"3632",2004,"DMA",7673
"3830",2005,"DMA",14779
"4028",2006,"DMA",29966
"4225",2007,"DMA",10751
"4422",2008,"DMA",7698
"4620",2009,"DMA",3808
"4819",2010,"DMA",-554
"5018",2011,"DMA",8348
"5219",2012,"DMA",18888
"5422",2013,"DMA",26270
"5625",2014,"DMA",3733
"5832",2015,"DMA",25195
"6044",2016,"DMA",56972
"6251",2017,"DMA",6364
"6458",2018,"DMA",20346
"1758",1994,"DNK",448
"1930",1995,"DNK",2396
"2107",1996,"DNK",3190
"2291",1997,"DNK",-164
"2478",1998,"DNK",-792
"2664",1999,"DNK",-573
"2852",2000,"DNK",11312
"3044",2001,"DNK",-4987
"3235",2002,"DNK",18771
"3433",2003,"DNK",13310
"3633",2004,"DNK",7827
"3831",2005,"DNK",-5406
"4029",2006,"DNK",22428
"4226",2007,"DNK",4367
"4423",2008,"DNK",1946
"4621",2009,"DNK",0
"4820",2010,"DNK",-93
"5019",2011,"DNK",3376
"5220",2012,"DNK",2
"5423",2013,"DNK",8723
"5626",2014,"DNK",14846
"5833",2015,"DNK",11472
"6045",2016,"DNK",-603
"6252",2017,"DNK",4903
"6459",2018,"DNK",12697
"385",1978,"DOM",7826
"477",1980,"DOM",2
"541",1981,"DOM",0
"606",1982,"DOM",0
"672",1983,"DOM",0
"742",1984,"DOM",0
"814",1985,"DOM",0
"890",1986,"DOM",0
"1607",1993,"DOM",2
"1759",1994,"DOM",9918
"1931",1995,"DOM",2
"2108",1996,"DOM",3162
"2292",1997,"DOM",4520
"2479",1998,"DOM",2721
"2665",1999,"DOM",454
"2853",2000,"DOM",16151
"3045",2001,"DOM",29642
"3236",2002,"DOM",40021
"3434",2003,"DOM",39259
"3634",2004,"DOM",34228
"3832",2005,"DOM",33663
"4030",2006,"DOM",44841
"4227",2007,"DOM",18088
"4424",2008,"DOM",9237
"4622",2009,"DOM",30757
"4821",2010,"DOM",37129
"5020",2011,"DOM",19102
"5221",2012,"DOM",63839
"5424",2013,"DOM",62444
"5627",2014,"DOM",83919
"5834",2015,"DOM",83527
"6046",2016,"DOM",113852
"6253",2017,"DOM",80971
"6460",2018,"DOM",58979
"478",1980,"DZA",3374
"542",1981,"DZA",2039
"607",1982,"DZA",0
"673",1983,"DZA",0
"743",1984,"DZA",0
"815",1985,"DZA",0
"891",1986,"DZA",-5411
"965",1987,"DZA",0
"1039",1988,"DZA",6775
"1134",1989,"DZA",2012
"1235",1990,"DZA",1255
"1348",1991,"DZA",3199
"1472",1992,"DZA",3618
"1608",1993,"DZA",6090
"1760",1994,"DZA",42584
"1932",1995,"DZA",20737
"2109",1996,"DZA",24998
"2293",1997,"DZA",15067
"2480",1998,"DZA",62317
"2666",1999,"DZA",70746
"2854",2000,"DZA",98376
"3046",2001,"DZA",122177
"3237",2002,"DZA",158403
"3435",2003,"DZA",205409
"3635",2004,"DZA",188924
"3833",2005,"DZA",116099
"4031",2006,"DZA",136064
"4228",2007,"DZA",163959
"4425",2008,"DZA",175452
"4623",2009,"DZA",150210
"4822",2010,"DZA",169452
"5021",2011,"DZA",182619
"5222",2012,"DZA",202942
"5425",2013,"DZA",215614
"5628",2014,"DZA",206383
"5835",2015,"DZA",233711
"6047",2016,"DZA",239070
"6254",2017,"DZA",147170
"6461",2018,"DZA",186586
"1236",1990,"ECU",5413
"1349",1991,"ECU",-511
"1473",1992,"ECU",1646
"1609",1993,"ECU",12188
"1761",1994,"ECU",-5179
"1933",1995,"ECU",843
"2110",1996,"ECU",1291
"2294",1997,"ECU",22651
"2481",1998,"ECU",22716
"2667",1999,"ECU",4603
"2855",2000,"ECU",56334
"3047",2001,"ECU",37692
"3238",2002,"ECU",71021
"3436",2003,"ECU",35592
"3636",2004,"ECU",86058
"3834",2005,"ECU",70429
"4032",2006,"ECU",37045
"4229",2007,"ECU",82369
"4426",2008,"ECU",81158
"4624",2009,"ECU",69094
"4823",2010,"ECU",61290
"5022",2011,"ECU",63169
"5223",2012,"ECU",82840
"5426",2013,"ECU",59312
"5629",2014,"ECU",57566
"5836",2015,"ECU",104050
"6048",2016,"ECU",94923
"6255",2017,"ECU",66952
"6462",2018,"ECU",58825
"386",1978,"EGY",7826
"479",1980,"EGY",3374
"543",1981,"EGY",3401
"608",1982,"EGY",1050
"674",1983,"EGY",892
"744",1984,"EGY",0
"816",1985,"EGY",716
"892",1986,"EGY",642
"966",1987,"EGY",0
"1040",1988,"EGY",8389
"1135",1989,"EGY",-564
"1237",1990,"EGY",10953
"1350",1991,"EGY",4792
"1474",1992,"EGY",-6639
"1610",1993,"EGY",18589
"1762",1994,"EGY",17497
"1934",1995,"EGY",-14118
"2111",1996,"EGY",6879
"2295",1997,"EGY",-6351
"2482",1998,"EGY",30405
"2668",1999,"EGY",6342
"2856",2000,"EGY",109621
"3048",2001,"EGY",109377
"3239",2002,"EGY",76864
"3437",2003,"EGY",88937
"3637",2004,"EGY",137577
"3835",2005,"EGY",127317
"4033",2006,"EGY",140557
"4230",2007,"EGY",117215
"4427",2008,"EGY",190982
"4625",2009,"EGY",160736
"4824",2010,"EGY",198790
"5023",2011,"EGY",209111
"5224",2012,"EGY",261212
"5427",2013,"EGY",302747
"5630",2014,"EGY",303592
"5837",2015,"EGY",277355
"6049",2016,"EGY",269518
"6256",2017,"EGY",222116
"6463",2018,"EGY",277972
"430",1979,"ERI",6777
"480",1980,"ERI",1661
"544",1981,"ERI",-2524
"609",1982,"ERI",1325
"675",1983,"ERI",-3376
"745",1984,"ERI",0
"817",1985,"ERI",0
"893",1986,"ERI",-1107
"967",1987,"ERI",-279
"1041",1988,"ERI",-1121
"1136",1989,"ERI",5752
"1238",1990,"ERI",0
"1351",1991,"ERI",16464
"1475",1992,"ERI",-7001
"1611",1993,"ERI",18369
"1763",1994,"ERI",13672
"1935",1995,"ERI",20975
"2112",1996,"ERI",-10332
"2296",1997,"ERI",55653
"2483",1998,"ERI",-14630
"2669",1999,"ERI",42542
"2857",2000,"ERI",107373
"3049",2001,"ERI",222026
"3240",2002,"ERI",180484
"3438",2003,"ERI",141001
"3638",2004,"ERI",161505
"3836",2005,"ERI",198083
"4034",2006,"ERI",226669
"4231",2007,"ERI",307189
"4428",2008,"ERI",261157
"4626",2009,"ERI",236250
"4825",2010,"ERI",364975
"5024",2011,"ERI",307260
"5225",2012,"ERI",348591
"5428",2013,"ERI",310947
"5631",2014,"ERI",360594
"5838",2015,"ERI",404406
"6050",2016,"ERI",431373
"6257",2017,"ERI",385118
"6464",2018,"ERI",324300
"283",1975,"ESH",3378
"318",1976,"ESH",2802
"352",1977,"ESH",1649
"387",1978,"ESH",0
"431",1979,"ESH",0
"481",1980,"ESH",0
"545",1981,"ESH",-5400
"610",1982,"ESH",0
"676",1983,"ESH",0
"746",1984,"ESH",0
"818",1985,"ESH",0
"894",1986,"ESH",0
"968",1987,"ESH",0
"1042",1988,"ESH",0
"1137",1989,"ESH",3840
"1239",1990,"ESH",-3840
"1352",1991,"ESH",0
"1476",1992,"ESH",0
"1612",1993,"ESH",0
"1764",1994,"ESH",1887
"1936",1995,"ESH",-1887
"2113",1996,"ESH",1348
"2297",1997,"ESH",-904
"2484",1998,"ESH",17312
"2670",1999,"ESH",6206
"2858",2000,"ESH",14471
"3050",2001,"ESH",11394
"3241",2002,"ESH",5918
"3439",2003,"ESH",15106
"3639",2004,"ESH",20013
"3837",2005,"ESH",23082
"4035",2006,"ESH",15047
"4232",2007,"ESH",8638
"4429",2008,"ESH",9800
"4627",2009,"ESH",35669
"4826",2010,"ESH",36854
"5025",2011,"ESH",20906
"5226",2012,"ESH",32231
"5429",2013,"ESH",36129
"5632",2014,"ESH",38415
"5839",2015,"ESH",73184
"6051",2016,"ESH",44107
"6258",2017,"ESH",29445
"6465",2018,"ESH",46398
"134",1970,"ESP",9304
"163",1971,"ESP",-68
"195",1972,"ESP",-141
"222",1973,"ESP",6063
"251",1974,"ESP",-11530
"284",1975,"ESP",-2030
"319",1976,"ESP",14438
"482",1980,"ESP",7825
"546",1981,"ESP",-2412
"611",1982,"ESP",5787
"677",1983,"ESP",3004
"747",1984,"ESP",-2112
"819",1985,"ESP",0
"895",1986,"ESP",-12090
"969",1987,"ESP",8716
