"","OriginCountry","Year","Size"
"3069","BMU",2001,2
"3070","BOL",2001,81687
"3071","BRA",2001,45650
"3072","BRB",2001,18600
"3073","BTN",2001,88850
"3074","BWA",2001,13523
"3075","CAF",2001,130544
"3076","CAN",2001,9237
"3077","CHE",2001,8722
"3078","CHL",2001,88497
"3079","CHN",2001,283013
"3080","CIV",2001,144488
"3081","CMR",2001,374035
"3082","COD",2001,597785
"3083","COG",2001,461165
"3084","COL",2001,311965
"3085","COM",2001,40699
"3086","CPV",2001,8521
"3087","CRI",2001,31337
"3088","CUB",2001,303847
"3089","CYP",2001,25212
"3090","CZE",2001,132791
"3091","DEU",2001,57112
"3092","DJI",2001,67339
"3093","DMA",2001,18685
"3094","DNK",2001,5415
"3095","DOM",2001,49738
"3096","DZA",2001,368264
"3097","ECU",2001,104134
"3098","EGY",2001,219909
"3099","ERI",2001,365327
"3100","ESH",2001,36003
"3101","ESP",2001,30622
"3102","EST",2001,79590
"3103","ETH",2001,522316
"3104","FIN",2001,11205
"3105","FJI",2001,38562
"3106","FRA",2001,47221
"3107","GAB",2001,50710
"3108","GBR",2001,43327
"3109","GEO",2001,230820
"3110","GHA",2001,310763
"3111","GIN",2001,227860
"3112","GMB",2001,95194
"3113","GNB",2001,126356
"3114","GNQ",2001,54811
"3115","GRC",2001,32417
"3116","GRD",2001,14193
"3117","GTM",2001,80610
"3118","GUY",2001,21991
"3119","HKG",2001,25447
"3120","HND",2001,71503
"3121","HRV",2001,182974
"3122","HTI",2001,135910
"3123","HUN",2001,89715
"3124","IDN",2001,120782
"3125","IND",2001,257242
"3126","IRL",2001,15564
"3127","IRN",2001,550183
"3128","IRQ",2001,756286
"3129","ISR",2001,72460
"3130","ITA",2001,40736
"3131","JAM",2001,23565
"3132","JOR",2001,170706
"3133","JPN",2001,22830
"3134","KAZ",2001,169727
"3135","KEN",2001,177802
"3136","KGZ",2001,137838
"3137","KHM",2001,177298
"3138","KNA",2001,4
"3139","KOR",2001,47213
"3140","KWT",2001,86484
"3141","LAO",2001,123289
"3142","LBN",2001,207630
"3143","LBR",2001,514223
"3144","LBY",2001,208173
"3145","LCA",2001,25215
"3146","LKA",2001,417202
"3147","LSO",2001,12093
"3148","LTU",2001,77745
"3149","LVA",2001,84541
"3150","MAC",2001,17976
"3151","MAR",2001,166456
"3152","MDA",2001,182233
"3153","MDG",2001,30155
"3154","MDV",2001,3378
"3155","MEX",2001,26958
"3156","MKD",2001,201654
"3157","MLI",2001,93354
"3158","MLT",2001,14846
"3159","MMR",2001,192056
"3160","MNG",2001,99377
"3161","MOZ",2001,46242
"3162","MRT",2001,133278
"3163","MUS",2001,35975
"3164","MWI",2001,35740
"3165","MYS",2001,47112
"3166","NAM",2001,25386
"3167","NER",2001,78342
"3168","NGA",2001,449845
"3169","NIC",2001,98420
"3170","NLD",2001,31277
"3171","NOR",2001,3376
"3172","NPL",2001,79612
"3173","NRU",2001,2
"3174","NZL",2001,6779
"3175","OMN",2001,15564
"3176","PAK",2001,378493
"3177","PAN",2001,20611
"3178","PER",2001,230896
"3179","PHL",2001,74857
"3180","PNG",2001,15467
"3181","POL",2001,115237
"3182","PRK",2001,46603
"3183","PRT",2001,36853
"3184","PRY",2001,40386
"3185","PSE",2001,360818
"3186","QAT",2001,20172
"3187","ROU",2001,245243
"3188","RUS",2001,421525
"3189","RWA",2001,603917
"3190","SAU",2001,56818
"3191","SDN",2001,634325
"3192","SEN",2001,162438
"3193","SGP",2001,42806
"3194","SLB",2001,16986
"3195","SLE",2001,547765
"3196","SLV",2001,103707
"3197","SMR",2001,2
"3198","SOM",2001,648497
"3199","SRB",2001,407384
"3200","Stateless",2001,233688
"3201","STP",2001,8600
"3202","SUR",2001,38889
"3203","SVK",2001,97555
"3204","SVN",2001,54469
"3205","SWE",2001,17902
"3206","SWZ",2001,7327
"3207","SYC",2001,33857
"3208","SYR",2001,337644
"3209","TCD",2001,293150
"3210","TGO",2001,183713
"3211","THA",2001,48090
"3212","TIB",2001,24154
"3213","TJK",2001,163516
"3214","TKM",2001,70460
"3215","TLS",2001,13030
"3216","TON",2001,16853
"3217","TTO",2001,23474
"3218","TUN",2001,202257
"3219","TUR",2001,339795
"3220","TUV",2001,5415
"3221","TZA",2001,156867
"3222","UGA",2001,262751
"3223","UKR",2001,215796
"3224","URY",2001,28816
"3225","USA",2001,51366
"3226","UZB",2001,171796
"3227","Various/Unknown",2001,467533
"3228","VCT",2001,11908
"3229","VEN",2001,21682
"3230","VNM",2001,275247
"3231","VUT",2001,2
"3232","WSM",2001,10079
"3233","YEM",2001,173057
"3234","ZAF",2001,119779
"3235","ZMB",2001,45697
"3236","ZWE",2001,79912
"3237","AFG",2002,618665
"3238","AGO",2002,416188
"3239","ALB",2002,206166
"3240","AND",2002,16054
"3241","ARE",2002,27453
"3242","ARG",2002,80242
"3243","ARM",2002,257889
"3244","ATG",2002,21961
"3245","AUS",2002,16504
"3246","AUT",2002,49423
"3247","AZE",2002,280262
"3248","BDI",2002,520946
"3249","BEL",2002,25264
"3250","BEN",2002,87261
"3251","BFA",2002,116866
"3252","BGD",2002,240001
"3253","BGR",2002,211503
"3254","BHR",2002,49253
"3255","BHS",2002,4767
"3256","BIH",2002,396388
"3257","BLR",2002,193482
"3258","BLZ",2002,4510
"3259","BMU",2002,2
"3260","BOL",2002,92926
"3261","BRA",2002,54843
"3262","BRB",2002,27237
"3263","BRN",2002,4
"3264","BTN",2002,81767
"3265","BWA",2002,8792
"3266","CAF",2002,187499
"3267","CAN",2002,16058
"3268","CHE",2002,22023
"3269","CHL",2002,102933
"3270","CHN",2002,383161
"3271","CIV",2002,255591
"3272","CMR",2002,415109
"3273","COD",2002,678404
"3274","COG",2002,481205
"3275","COL",2002,338015
"3276","COM",2002,39306
"3277","CPV",2002,11653
"3278","CRI",2002,28347
"3279","CUB",2002,299254
"3280","CYM",2002,2
"3281","CYP",2002,16493
"3282","CZE",2002,144161
"3283","DEU",2002,46388
"3284","DJI",2002,91514
"3285","DMA",2002,19628
"3286","DNK",2002,24184
"3287","DOM",2002,53576
"3288","DZA",2002,413802
"3289","ECU",2002,125942
"3290","EGY",2002,217294
"3291","ERI",2002,380783
"3292","ESH",2002,31799
"3293","ESP",2002,35599
"3294","EST",2002,79774
"3295","ETH",2002,518710
"3296","FIN",2002,21278
"3297","FJI",2002,33642
"3298","FRA",2002,55922
"3299","FSM",2002,6777
"3300","GAB",2002,53460
"3301","GBR",2002,61092
"3302","GEO",2002,260940
"3303","GHA",2002,303624
"3304","GIB",2002,6775
"3305","GIN",2002,249783
"3306","GMB",2002,117843
"3307","GNB",2002,161986
"3308","GNQ",2002,63261
"3309","GRC",2002,31978
"3310","GRD",2002,16131
"3311","GTM",2002,83562
"3312","GUY",2002,33070
"3313","HKG",2002,19560
"3314","HND",2002,65406
"3315","HRV",2002,218157
"3316","HTI",2002,137434
"3317","HUN",2002,108604
"3318","IDN",2002,119132
"3319","IND",2002,288531
"3320","IRL",2002,19986
"3321","IRN",2002,556366
"3322","IRQ",2002,788352
"3323","ISL",2002,1255
"3324","ISR",2002,92209
"3325","ITA",2002,33337
"3326","JAM",2002,43170
"3327","JOR",2002,183313
"3328","JPN",2002,24274
"3329","KAZ",2002,165165
"3330","KEN",2002,218782
"3331","KGZ",2002,131509
"3332","KHM",2002,190592
"3333","KIR",2002,3376
"3334","KNA",2002,11199
"3335","KOR",2002,52566
"3336","KWT",2002,92869
"3337","LAO",2002,117651
"3338","LBN",2002,266507
"3339","LBR",2002,512157
"3340","LBY",2002,239936
"3341","LCA",2002,26524
"3342","LKA",2002,464351
"3343","LSO",2002,13240
"3344","LTU",2002,94393
"3345","LVA",2002,83928
"3346","MAC",2002,27981
"3347","MAR",2002,200154
"3348","MCO",2002,4
"3349","MDA",2002,189861
"3350","MDG",2002,56473
"3351","MDV",2002,3378
"3352","MEX",2002,31131
"3353","MHL",2002,2
"3354","MKD",2002,205855
"3355","MLI",2002,107623
"3356","MLT",2002,14850
"3357","MMR",2002,230106
"3358","MNG",2002,113449
"3359","MOZ",2002,77976
"3360","MRT",2002,155758
"3361","MUS",2002,49256
"3362","MWI",2002,38306
"3363","MYS",2002,70407
"3364","NAM",2002,37070
"3365","NER",2002,88824
"3366","NGA",2002,455230
"3367","NIC",2002,117507
"3368","NLD",2002,35237
"3369","NOR",2002,6777
"3370","NPL",2002,107957
"3371","NRU",2002,2
"3372","NZL",2002,13523
"3373","OMN",2002,44550
"3374","PAK",2002,377567
"3375","PAN",2002,38713
"3376","PER",2002,209465
"3377","PHL",2002,81058
"3378","PLW",2002,3374
"3379","PNG",2002,13688
"3380","POL",2002,130176
"3381","PRK",2002,80550
"3382","PRT",2002,38277
"3383","PRY",2002,20122
"3384","PSE",2002,358583
"3385","QAT",2002,34862
"3386","ROU",2002,196172
"3387","RUS",2002,400645
"3388","RWA",2002,594616
"3389","SAU",2002,90454
"3390","SDN",2002,635201
"3391","SEN",2002,168020
"3392","SGP",2002,36525
"3393","SLB",2002,20492
"3394","SLE",2002,556399
"3395","SLV",2002,113777
"3396","SMR",2002,5413
"3397","SOM",2002,634319
"3398","SRB",2002,436094
"3399","Stateless",2002,304570
"3400","STP",2002,11724
"3401","SUR",2002,34790
"3402","SVK",2002,101270
"3403","SVN",2002,69296
"3404","SWE",2002,18232
"3405","SWZ",2002,14104
"3406","SYC",2002,35039
"3407","SYR",2002,319704
"3408","TCA",2002,6775
"3409","TCD",2002,292309
"3410","TGO",2002,243738
"3411","THA",2002,68531
"3412","TIB",2002,23189
"3413","TJK",2002,192233
"3414","TKM",2002,123051
"3415","TLS",2002,13052
"3416","TON",2002,18512
"3417","TTO",2002,24687
"3418","TUN",2002,273227
"3419","TUR",2002,315211
"3420","TUV",2002,5415
"3421","TZA",2002,168791
"3422","UGA",2002,321615
"3423","UKR",2002,228402
"3424","URY",2002,68494
"3425","USA",2002,49589
"3426","UZB",2002,201953
"3427","Various/Unknown",2002,466914
"3428","VCT",2002,21438
"3429","VEN",2002,54255
"3430","VNM",2002,307488
"3431","WSM",2002,6777
"3432","YEM",2002,170775
"3433","ZAF",2002,131450
"3434","ZMB",2002,42786
"3435","ZWE",2002,110464
"3436","AFG",2003,651344
"3437","AGO",2003,415879
"3438","ALB",2003,215377
"3439","AND",2003,18222
"3440","ARE",2003,12982
"3441","ARG",2003,73716
"3442","ARM",2003,326619
"3443","ATG",2003,18464
"3444","AUS",2003,15450
"3445","AUT",2003,44984
"3446","AZE",2003,256215
"3447","BDI",2003,508020
"3448","BEL",2003,55158
"3449","BEN",2003,122534
"3450","BFA",2003,124375
"3451","BGD",2003,269437
"3452","BGR",2003,258424
"3453","BHR",2003,39370
"3454","BHS",2003,2560
"3455","BIH",2003,358921
"3456","BLR",2003,208278
"3457","BLZ",2003,22735
"3458","BMU",2003,3374
"3459","BOL",2003,98903
"3460","BRA",2003,72444
"3461","BRB",2003,20563
"3462","BRN",2003,2
"3463","BTN",2003,106658
"3464","BWA",2003,11059
"3465","CAF",2003,242875
"3466","CAN",2003,17413
"3467","CHE",2003,11262
"3468","CHL",2003,126437
"3469","CHN",2003,365601
"3470","CIV",2003,492346
"3471","CMR",2003,449733
"3472","COD",2003,767762
"3473","COG",2003,492759
"3474","COL",2003,311660
"3475","COM",2003,59487
"3476","CPV",2003,20078
"3477","CRI",2003,28478
"3478","CUB",2003,312415
"3479","CYM",2003,2
"3480","CYP",2003,18940
"3481","CZE",2003,127240
"3482","DEU",2003,44719
"3483","DJI",2003,107343
"3484","DMA",2003,13630
"3485","DNK",2003,25401
"3486","DOM",2003,59047
"3487","DZA",2003,473884
"3488","ECU",2003,106433
"3489","EGY",2003,217606
"3490","ERI",2003,389075
"3491","ESH",2003,36779
"3492","ESP",2003,30507
"3493","EST",2003,72901
"3494","ETH",2003,592918
"3495","FIN",2003,16544
"3496","FJI",2003,67736
"3497","FRA",2003,43173
"3498","FSM",2003,6775
"3499","GAB",2003,55685
"3500","GBR",2003,53215
"3501","GEO",2003,308743
"3502","GHA",2003,309026
"3503","GIB",2003,3374
"3504","GIN",2003,267337
"3505","GMB",2003,90584
"3506","GNB",2003,155625
"3507","GNQ",2003,96946
"3508","GRC",2003,50187
"3509","GRD",2003,17872
"3510","GTM",2003,100941
"3511","GUY",2003,41838
"3512","HKG",2003,40068
"3513","HND",2003,77602
"3514","HRV",2003,188602
"3515","HTI",2003,160965
"3516","HUN",2003,129533
"3517","IDN",2003,135743
"3518","IND",2003,299357
"3519","IRL",2003,24209
"3520","IRN",2003,666807
"3521","IRQ",2003,727751
"3522","ISL",2003,5863
"3523","ISR",2003,124168
"3524","ITA",2003,47580
"3525","JAM",2003,53935
"3526","JOR",2003,190453
"3527","JPN",2003,19816
"3528","KAZ",2003,224434
"3529","KEN",2003,205035
"3530","KGZ",2003,138961
"3531","KHM",2003,198666
"3532","KIR",2003,1914
"3533","KNA",2003,6777
"3534","KOR",2003,61957
"3535","KWT",2003,124401
"3536","LAO",2003,122289
"3537","LBN",2003,282129
"3538","LBR",2003,672860
"3539","LBY",2003,239393
"3540","LCA",2003,16584
"3541","LKA",2003,481554
"3542","LSO",2003,10834
"3543","LTU",2003,109933
"3544","LUX",2003,2
"3545","LVA",2003,93232
"3546","MAC",2003,23317
"3547","MAR",2003,254778
"3548","MCO",2003,4
"3549","MDA",2003,194428
"3550","MDG",2003,55612
"3551","MDV",2003,3378
"3552","MEX",2003,29555
"3553","MKD",2003,191085
"3554","MLI",2003,113891
"3555","MLT",2003,18796
"3556","MMR",2003,255313
"3557","MNG",2003,172039
"3558","MOZ",2003,60161
"3559","MRT",2003,179410
"3560","MUS",2003,48651
"3561","MWI",2003,57942
"3562","MYS",2003,79050
"3563","NAM",2003,50164
"3564","NER",2003,101076
"3565","NGA",2003,468791
"3566","NIC",2003,120411
"3567","NIU",2003,3374
"3568","NLD",2003,37666
"3569","NOR",2003,10153
"3570","NPL",2003,173146
"3571","NRU",2003,5415
"3572","NZL",2003,10151
"3573","OMN",2003,21333
"3574","PAK",2003,416306
"3575","PAN",2003,43838
"3576","PER",2003,206345
"3577","PHL",2003,121061
"3578","PLW",2003,3374
"3579","PNG",2003,21076
"3580","POL",2003,148587
"3581","PRK",2003,90390
"3582","PRT",2003,43059
"3583","PRY",2003,42743
"3584","PSE",2003,436025
"3585","PYF",2003,2
"3586","QAT",2003,40860
"3587","ROU",2003,206422
"3588","RUS",2003,439226
"3589","RWA",2003,563201
"3590","SAU",2003,87099
"3591","SDN",2003,697384
"3592","SEN",2003,166784
"3593","SGP",2003,42300
"3594","SLB",2003,34276
"3595","SLE",2003,649144
"3596","SLV",2003,106055
"3597","SMR",2003,4
"3598","SOM",2003,676473
"3599","SRB",2003,427806
"3600","Stateless",2003,355440
"3601","STP",2003,14140
"3602","SUR",2003,22633
"3603","SVK",2003,152423
"3604","SVN",2003,61713
"3605","SWE",2003,32530
"3606","SWZ",2003,20306
"3607","SYC",2003,41476
"3608","SYR",2003,359939
"3609","TCA",2003,5415
"3610","TCD",2003,386556
"3611","TGO",2003,286069
"3612","THA",2003,71020
"3613","TIB",2003,19396
"3614","TJK",2003,199404
"3615","TKM",2003,166405
"3616","TLS",2003,22926
"3617","TON",2003,16100
"3618","TTO",2003,23300
"3619","TUN",2003,241511
"3620","TUR",2003,347784
"3621","TUV",2003,5413
"3622","TZA",2003,193639
"3623","UGA",2003,338013
"3624","UKR",2003,255005
"3625","URY",2003,66830
"3626","USA",2003,45440
"3627","UZB",2003,221362
"3628","Various/Unknown",2003,452940
"3629","VCT",2003,10598
"3630","VEN",2003,86139
"3631","VNM",2003,347448
"3632","WSM",2003,6777
"3633","YEM",2003,192230
"3634","ZAF",2003,133046
"3635","ZMB",2003,68729
"3636","ZWE",2003,180501
"3637","AFG",2004,634072
"3638","AGO",2004,408525
"3639","ALB",2004,186763
"3640","AND",2004,10151
"3641","ARE",2004,39489
"3642","ARG",2004,83587
"3643","ARM",2004,290855
"3644","ATG",2004,22779
"3645","AUS",2004,13265
"3646","AUT",2004,18405
"3647","AZE",2004,256159
"3648","BDI",2004,510941
"3649","BEL",2004,41308
"3650","BEN",2004,137059
"3651","BFA",2004,145683
"3652","BGD",2004,319649
"3653","BGR",2004,232117
"3654","BHR",2004,37189
"3655","BHS",2004,3108
"3656","BIH",2004,325279
"3657","BLR",2004,215402
"3658","BLZ",2004,17511
"3659","BMU",2004,2
"3660","BOL",2004,97393
"3661","BRA",2004,65447
"3662","BRB",2004,18476
"3663","BRN",2004,2
"3664","BTN",2004,106521
"3665","BWA",2004,18222
"3666","CAF",2004,235356
"3667","CAN",2004,17523
"3668","CHE",2004,16546
"3669","CHL",2004,114117
"3670","CHN",2004,397614
"3671","CIV",2004,526014
"3672","CMR",2004,448232
"3673","COD",2004,755301
"3674","COG",2004,516026
"3675","COL",2004,275986
"3676","COM",2004,54791
"3677","CPV",2004,7836
"3678","CRI",2004,31909
"3679","CUB",2004,380093
"3680","CYM",2004,2
"3681","CYP",2004,6752
"3682","CZE",2004,105394
"3683","DEU",2004,31149
"3684","DJI",2004,109005
"3685","DMA",2004,10229
"3686","DNK",2004,24439
"3687","DOM",2004,57659
"3688","DZA",2004,465924
"3689","ECU",2004,137579
"3690","EGY",2004,259067
"3691","ERI",2004,404324
"3692","ESH",2004,42109
"3693","ESP",2004,41629
"3694","EST",2004,76634
"3695","ETH",2004,582962
"3696","FIN",2004,8789
"3697","FJI",2004,37375
"3698","FRA",2004,40138
"3699","FSM",2004,5413
"3700","GAB",2004,45430
"3701","GBR",2004,47589
"3702","GEO",2004,335329
"3703","GHA",2004,262920
"3704","GIN",2004,301410
"3705","GMB",2004,116097
"3706","GNB",2004,156630
"3707","GNQ",2004,69853
"3708","GRC",2004,29157
"3709","GRD",2004,15365
"3710","GTM",2004,93667
"3711","GUY",2004,45276
"3712","HKG",2004,26941
"3713","HND",2004,73853
"3714","HRV",2004,191993
"3715","HTI",2004,153346
"3716","HUN",2004,113018
"3717","IDN",2004,148298
"3718","IND",2004,315407
"3719","IRL",2004,16616
"3720","IRN",2004,648253
"3721","IRQ",2004,720973
"3722","ISL",2004,22166
"3723","ISR",2004,136163
"3724","ITA",2004,22774
"3725","JAM",2004,44286
"3726","JOR",2004,220688
"3727","JPN",2004,44555
"3728","KAZ",2004,183514
"3729","KEN",2004,176273
"3730","KGZ",2004,200112
"3731","KHM",2004,168296
"3732","KIR",2004,8949
"3733","KNA",2004,4
"3734","KOR",2004,50646
"3735","KWT",2004,101589
"3736","LAO",2004,118316
"3737","LBN",2004,275300
"3738","LBR",2004,712909
"3739","LBY",2004,212268
"3740","LCA",2004,17604
"3741","LKA",2004,427647
"3742","LSO",2004,17607
"3743","LTU",2004,54651
"3744","LUX",2004,2
"3745","LVA",2004,105789
"3746","MAC",2004,35878
"3747","MAR",2004,258018
"3748","MCO",2004,2
"3749","MDA",2004,186723
"3750","MDG",2004,53594
"3751","MDV",2004,8795
"3752","MEX",2004,37192
"3753","MKD",2004,197583
"3754","MLI",2004,119105
"3755","MLT",2004,6781
"3756","MMR",2004,303347
"3757","MNG",2004,159110
"3758","MOZ",2004,65811
"3759","MRT",2004,241837
"3760","MUS",2004,46035
"3761","MWI",2004,76278
"3762","MYS",2004,94930
"3763","NAM",2004,54887
"3764","NER",2004,109010
"3765","NGA",2004,434952
"3766","NIC",2004,133393
"3767","NLD",2004,33818
"3768","NOR",2004,15568
"3769","NPL",2004,180459
"3770","NRU",2004,2
"3771","NZL",2004,8789
"3772","OMN",2004,37781
"3773","PAK",2004,483326
"3774","PAN",2004,35150
"3775","PER",2004,223978
"3776","PHL",2004,90857
"3777","PLW",2004,3374
"3778","PNG",2004,11001
"3779","POL",2004,131332
"3780","PRK",2004,86256
"3781","PRT",2004,27515
"3782","PRY",2004,30295
"3783","PSE",2004,463491
"3784","QAT",2004,21065
"3785","ROU",2004,239917
"3786","RUS",2004,455631
"3787","RWA",2004,510140
"3788","SAU",2004,89042
"3789","SDN",2004,671920
"3790","SEN",2004,188868
"3791","SGP",2004,47081
"3792","SLB",2004,16678
"3793","SLE",2004,597060
"3794","SLV",2004,128026
"3795","SMR",2004,2
"3796","SOM",2004,754020
"3797","SRB",2004,417336
"3798","Stateless",2004,509970
"3799","STP",2004,9687
"3800","SUR",2004,18133
"3801","SVK",2004,110875
"3802","SVN",2004,68654
"3803","SWE",2004,27410
"3804","SWZ",2004,27665
"3805","SYC",2004,40338
"3806","SYR",2004,416501
"3807","TCA",2004,2
"3808","TCD",2004,410968
"3809","TGO",2004,271587
"3810","THA",2004,99468
"3811","TIB",2004,22987
"3812","TJK",2004,182592
"3813","TKM",2004,174403
"3814","TLS",2004,3890
"3815","TON",2004,22831
"3816","TTO",2004,17951
"3817","TUN",2004,230020
"3818","TUR",2004,330284
"3819","TUV",2004,5413
"3820","TZA",2004,192377
"3821","UGA",2004,369709
"3822","UKR",2004,260026
"3823","URY",2004,47805
"3824","USA",2004,36712
"3825","UZB",2004,258978
"3826","Various/Unknown",2004,453925
"3827","VAT",2004,3374
"3828","VCT",2004,13236
"3829","VEN",2004,72314
"3830","VNM",2004,329420
"3831","WSM",2004,2
"3832","YEM",2004,198639
"3833","ZAF",2004,127467
"3834","ZMB",2004,80421
"3835","ZWE",2004,228253
"3836","AFG",2005,607505
"3837","AGO",2005,405146
"3838","ALB",2005,188080
"3839","AND",2005,18653
"3840","ARE",2005,38029
"3841","ARG",2005,52166
"3842","ARM",2005,282398
"3843","ATG",2005,16103
"3844","AUS",2005,13641
"3845","AUT",2005,22377
"3846","AZE",2005,289154
"3847","BDI",2005,566875
"3848","BEL",2005,29580
"3849","BEN",2005,137549
"3850","BFA",2005,159180
"3851","BGD",2005,289925
"3852","BGR",2005,226920
"3853","BHR",2005,34249
"3854","BHS",2005,2560
"3855","BIH",2005,331302
"3856","BLR",2005,196789
"3857","BLZ",2005,16871
"3858","BMU",2005,8787
"3859","BOL",2005,93050
"3860","BRA",2005,81760
"3861","BRB",2005,18332
"3862","BRN",2005,7541
"3863","BTN",2005,94444
"3864","BWA",2005,16829
"3865","CAF",2005,267507
"3866","CAN",2005,6897
"3867","CHE",2005,18472
"3868","CHL",2005,131284
"3869","CHN",2005,422060
"3870","CIV",2005,557773
"3871","CMR",2005,475147
"3872","COD",2005,764352
"3873","COG",2005,514380
"3874","COL",2005,300413
"3875","COM",2005,47453
"3876","CPV",2005,4977
"3877","CRI",2005,12837
"3878","CUB",2005,398935
"3879","CYM",2005,2
"3880","CYP",2005,12165
"3881","CZE",2005,76225
"3882","DEU",2005,63193
"3883","DJI",2005,103724
"3884","DMA",2005,19078
"3885","DNK",2005,11206
"3886","DOM",2005,57294
"3887","DZA",2005,410109
"3888","ECU",2005,152897
"3889","EGY",2005,266754
"3890","ERI",2005,442860
"3891","ESH",2005,49101
"3892","ESP",2005,31861
"3893","EST",2005,66340
"3894","ETH",2005,623128
"3895","FIN",2005,16926
"3896","FJI",2005,43177
"3897","FRA",2005,36989
"3898","FSM",2005,2
"3899","GAB",2005,60302
"3900","GBR",2005,60136
"3901","GEO",2005,341154
"3902","GHA",2005,308682
"3903","GIN",2005,350632
"3904","GMB",2005,126218
"3905","GNB",2005,185377
"3906","GNQ",2005,83093
"3907","GRC",2005,43330
"3908","GRD",2005,5380
"3909","GTM",2005,76664
"3910","GUY",2005,32242
"3911","HKG",2005,23877
"3912","HND",2005,51976
"3913","HRV",2005,174341
"3914","HTI",2005,150848
"3915","HUN",2005,123289
"3916","IDN",2005,130697
"3917","IND",2005,314368
"3918","IRL",2005,13672
"3919","IRN",2005,620047
"3920","IRQ",2005,699182
"3921","ISL",2005,15562
"3922","ISR",2005,125026
"3923","ITA",2005,37969
"3924","JAM",2005,44049
"3925","JOR",2005,210000
"3926","JPN",2005,36116
"3927","KAZ",2005,193894
"3928","KEN",2005,182776
"3929","KGZ",2005,181865
"3930","KHM",2005,178738
"3931","KIR",2005,13402
"3932","KNA",2005,5575
"3933","KOR",2005,58857
"3934","KWT",2005,127159
"3935","LAO",2005,105129
"3936","LBN",2005,276491
"3937","LBR",2005,672374
"3938","LBY",2005,209209
"3939","LCA",2005,26297
"3940","LKA",2005,419795
"3941","LSO",2005,15471
"3942","LTU",2005,43431
"3943","LUX",2005,2
"3944","LVA",2005,127152
"3945","MAC",2005,20228
"3946","MAR",2005,252876
"3947","MCO",2005,5413
"3948","MDA",2005,206814
"3949","MDG",2005,58635
"3950","MDV",2005,22404
"3951","MEX",2005,38469
"3952","MKD",2005,214440
"3953","MLI",2005,138742
"3954","MLT",2005,10124
"3955","MMR",2005,295288
"3956","MNG",2005,133824
"3957","MOZ",2005,58230
"3958","MRT",2005,225862
"3959","MUS",2005,58557
"3960","MWI",2005,73456
"3961","MYS",2005,79289
"3962","NAM",2005,69278
"3963","NCL",2005,9433
"3964","NER",2005,127751
"3965","NGA",2005,473507
"3966","NIC",2005,104739
"3967","NLD",2005,27974
"3968","NOR",2005,883
"3969","NPL",2005,226667
"3970","NRU",2005,6
"3971","NZL",2005,12192
"3972","OMN",2005,28102
"3973","PAK",2005,376439
"3974","PAN",2005,31008
"3975","PER",2005,231920
"3976","PHL",2005,109618
"3977","PLW",2005,2
"3978","PNG",2005,20260
"3979","POL",2005,132496
"3980","PRK",2005,113674
"3981","PRT",2005,43875
"3982","PRY",2005,30234
"3983","PSE",2005,488347
"3984","PYF",2005,2
"3985","QAT",2005,24186
"3986","ROU",2005,292014
"3987","RUS",2005,483128
"3988","RWA",2005,558612
"3989","SAU",2005,66349
"3990","SDN",2005,733877
"3991","SEN",2005,214015
"3992","SGP",2005,33172
"3993","SLB",2005,10646
"3994","SLE",2005,579842
"3995","SLV",2005,124506
"3996","SMR",2005,5415
"3997","SOM",2005,705293
"3998","SRB",2005,422480
"3999","Stateless",2005,655644
"4000","STP",2005,4087
"4001","SUR",2005,23153
"4002","SVK",2005,114994
"4003","SVN",2005,53156
"4004","SWE",2005,37768
"4005","SWZ",2005,23639
"4006","SYC",2005,22892
"4007","SYR",2005,417460
"4008","TCA",2005,3374
"4009","TCD",2005,371312
"4010","TGO",2005,326035
"4011","THA",2005,100093
"4012","TIB",2005,40279
"4013","TJK",2005,161403
"4014","TKM",2005,147389
"4015","TLS",2005,7903
"4016","TON",2005,18870
"4017","TTO",2005,19923
"4018","TUN",2005,230479
"4019","TUR",2005,371329
"4020","TZA",2005,188509
"4021","UGA",2005,363000
"4022","UKR",2005,232039
"4023","URY",2005,54232
"4024","USA",2005,46317
"4025","UZB",2005,284767
"4026","Various/Unknown",2005,407887
"4027","VCT",2005,14669
"4028","VEN",2005,103989
"4029","VNM",2005,330973
"4030","WSM",2005,3376
"4031","YEM",2005,177295
"4032","ZAF",2005,115354
"4033","ZMB",2005,86352
"4034","ZWE",2005,194060
"4035","AFG",2006,576517
"4036","AGO",2006,424366
"4037","ALB",2006,215780
"4038","AND",2006,14604
"4039","ARE",2006,23828
"4040","ARG",2006,50965
"4041","ARM",2006,254314
"4042","ATG",2006,12923
"4043","AUS",2006,19865
"4044","AUT",2006,26750
"4045","AZE",2006,269562
"4046","BDI",2006,570274
"4047","BEL",2006,37260
"4048","BEN",2006,189270
"4049","BFA",2006,147681
"4050","BGD",2006,300578
"4051","BGR",2006,224037
"4052","BHR",2006,56295
"4053","BHS",2006,28911
"4054","BIH",2006,296573
"4055","BLR",2006,234804
"4056","BLZ",2006,10923
"4057","BMU",2006,3374
"4058","BOL",2006,90666
"4059","BRA",2006,80673
"4060","BRB",2006,14915
"4061","BRN",2006,4
"4062","BTN",2006,111446
"4063","BWA",2006,26933
"4064","CAF",2006,241740
"4065","CAN",2006,21907
"4066","CHE",2006,21690
"4067","CHL",2006,147064
"4068","CHN",2006,477094
"4069","CIV",2006,590437
